,EMPRESA,BARRA TRANSFERENCIA,CODIGO,ENTREGA/RETIRO,CENTRAL/CLIENTE
758,ENEL GENERACION PIURA S.A.,COMBAPATA 138,CL00013EPI,Retiro,ELECTRO SUR ESTE
759,ENEL GENERACION PIURA S.A.,CACHIMAYO 138,CL00005EPI,Retiro,ELECTRO SUR ESTE
760,ENEL GENERACION PIURA S.A.,CHAVARRIA 220,CB00042EPI,Retiro,IMPALA PERU
761,ENEL GENERACION PIURA S.A.,CANTERA 220,CL00140EPI,Retiro,LUZ DEL SUR
762,ENEL GENERACION PIURA S.A.,CALLAHUANCA EDEGEL 220,CL00139EPI,Retiro,LUZ DEL SUR
763,ENEL GENERACION PIURA S.A.,SANTA ROSA 220,CL00031EPI,Retiro,LUZ DEL SUR
764,ENEL GENERACION PIURA S.A.,SAN JUAN 220,CL00030EPI,Retiro,LUZ DEL SUR
765,ENEL GENERACION PIURA S.A.,INDUSTRIALES 220,CL00017EPI,Retiro,LUZ DEL SUR
766,ENEL GENERACION PIURA S.A.,CHILCA REP 220,CL00011EPI,Retiro,LUZ DEL SUR
767,ENEL GENERACION PIURA S.A.,SOCABAYA 138,CL00035EPI,Retiro,SEAL
768,ENEL GENERACION PIURA S.A.,SANTUARIO 138,CL00033EPI,Retiro,SEAL
769,ENEL GENERACION PIURA S.A.,REPARTICIÓN 138,CL00027EPI,Retiro,SEAL
770,ENEL GENERACION PIURA S.A.,MOLLENDO 138,CL00022EPI,Retiro,SEAL
771,ENEL GENERACION PIURA S.A.,MARCONA 220,CL00021EPI,Retiro,SEAL
772,ENEL GENERACION PIURA S.A.,CHILINA 138,CL00012EPI,Retiro,SEAL
773,ENEL GENERACION PIURA S.A.,CALLALLI 138,CL00006EPI,Retiro,SEAL
774,ENEL GENERACION PIURA S.A.,CHAVARRIA 220,CB00010EPI,Retiro,TRANSPORTADORA CALLAO
775,ENEL GENERACION PERU S.A.A.,LA RAMADA 220,CB00133EPE,Retiro,LA ARENA S.A.
776,ENEL GENERACION PERU S.A.A.,MARCONA 220,CB00140EPE,Retiro,MINERA SHOUXIN PERU S.A.
777,ENEL GENERACION PERU S.A.A.,POMACOCHA 220,CB00087EPE,Retiro,MINERA CHINALCO PERÚ S.A.
778,ENEL GENERACION PERU S.A.A.,SOCABAYA 138,CB00106EPE,Retiro,MOLYCOP-ADESUR
779,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00101EPE,Retiro,MOLYCOP-ADESUR
780,ENEL GENERACION PERU S.A.A.,SOCABAYA 138,CL00108EPE,Retiro,SEAL
781,ENEL GENERACION PERU S.A.A.,SANTUARIO 138,CL00105EPE,Retiro,SEAL
782,ENEL GENERACION PERU S.A.A.,REPARTICIÓN 138,CL00091EPE,Retiro,SEAL
783,ENEL GENERACION PERU S.A.A.,MOLLENDO 138,CL00070EPE,Retiro,SEAL
784,ENEL GENERACION PERU S.A.A.,MARCONA 220,CL00067EPE,Retiro,SEAL
785,ENEL GENERACION PERU S.A.A.,CHILINA 138,CL00037EPE,Retiro,SEAL
786,ENEL GENERACION PERU S.A.A.,CALLALLI 138,CL00026EPE,Retiro,SEAL
787,ENEL GENERACION PERU S.A.A.,CHIMBOTE1 138,CB00038EPE,Retiro,SIDER PERU
788,ENEL GENERACION PIURA S.A.,SOCABAYA 138,CL00034EPI,Retiro,ELECTROSUR S.A.
789,ENEL GENERACION PIURA S.A.,TOQUEPALA 138,CL00039EPI,Retiro,ELECTROSUR S.A.
790,ENEL GENERACION PIURA S.A.,QUENCORO 138,CL00026EPI,Retiro,ELECTRO SUR ESTE
791,ENEL GENERACION PIURA S.A.,SAN GABAN 138,CL00029EPI,Retiro,ELECTRO SUR ESTE
792,ENEL GENERACION PIURA S.A.,TINTAYA EXISTENTE 138,CL00038EPI,Retiro,ELECTRO SUR ESTE
793,ENEL GENERACION PIURA S.A.,SAN GABAN 138,CL00028EPI,Retiro,ELECTRO PUNO
794,ENEL GENERACION PERU S.A.A.,TRUJILLO 220,CB00165EPE,Retiro,VITAPRO S.A.
795,ENGIE,PARAGSHA2 220,CB00205ENG,Retiro,COMPAÑÍA MINERA CHUNGAR SAC
796,ENGIE,SANTA ROSA 220,CB00208ENG,Retiro,TRUPAL S.A.
797,ENGIE,TRUJILLO 220,CB00204ENG,Retiro,CASA GRANDE S.A.A.
798,ENGIE,DOLORESPATA 138,CB00210ENG,Retiro,INVERSIONES NACIONALES DE TURISMO S.A.
799,ENGIE,CACHIMAYO 138,CB00211ENG,Retiro,INVERSIONES NACIONALES DE TURISMO S.A.
800,ENGIE,INDEPENDENCIA 220,CB00212ENG,Retiro,INVERSIONES NACIONALES DE TURISMO S.A.
801,ENEL GENERACION PERU S.A.A.,SAN JUAN 220,CB00187EPE,Retiro,CLUB REGATAS LIMA
802,ENEL GENERACION PERU S.A.A.,ASIA 220,CB00188EPE,Retiro,CLUB REGATAS LIMA
803,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00189EPE,Retiro,CLUB REGATAS LIMA
804,ENEL GENERACION PERU S.A.A.,SAN JUAN 220,CB00191EPE,Retiro,MAKRO SUPERMAYORISTA S.A.
805,ENEL GENERACION PERU S.A.A.,INDUSTRIALES 220,CB00199EPE,Retiro,ENOTRIA S.A.
806,ENEL GENERACION PERU S.A.A.,SOCABAYA 138,CB00192EPE,Retiro,MAKRO SUPERMAYORISTA S.A.
807,ENEL GENERACION PERU S.A.A.,TRUJILLO 220,CB00193EPE,Retiro,MAKRO SUPERMAYORISTA S.A.
808,ENEL GENERACION PERU S.A.A.,CHICLAYO 220,CB00194EPE,Retiro,MAKRO SUPERMAYORISTA S.A.
809,ENEL GENERACION PERU S.A.A.,PIURA OESTE 220,CB00195EPE,Retiro,MAKRO SUPERMAYORISTA S.A.
810,ENEL GENERACION PERU S.A.A.,TRUJILLO 220,CB00200EPE,Retiro,NORSAC S.A.
811,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00201EPE,Retiro,MAKRO SUPERMAYORISTA S.A.
812,ENGIE,SAN JUAN 220,CB00213ENG,Retiro,INVERSIONES NACIONALES DE TURISMO S.A.
813,SDF ENERGIA,CHILCA REP 220,CB00016SDF,Retiro,ACEROS CHILCA S.A.C.
814,ENGIE,SAN JUAN 220,CB00215ENG,Retiro,INVERSIONES ALAMEDA SUR S.A.C. - MEGAPLAZA
815,ENGIE,SANTA ROSA 220,CB00220ENG,Retiro,PARQUE LAMBRAMANI SAC
816,ENGIE,SOCABAYA 138,CB00221ENG,Retiro,PARQUE LAMBRAMANI SAC
817,ENGIE,INDEPENDENCIA 220,CB00216ENG,Retiro,INMOBILIARIA BOTAFOGO S.A.C.- MEGAPLAZA
818,ENGIE,INDEPENDENCIA 220,CB00217ENG,Retiro,INVERSIONES KANDOO S.A.C.- MEGAPLAZA
819,EMPRESA DE GENERACION HUALLAGA,SANTA ROSA 220,CB00018ODE,Retiro,ADINELSA ADN
820,EMPRESA DE GENERACION HUALLAGA,CHILCA REP 220,CB00017ODE,Retiro,ADINELSA ADN
821,EMPRESA DE GENERACION HUALLAGA,PARAMONGA NUEVA 220,CB00014ODE,Retiro,ADINELSA ADN
822,EMPRESA DE GENERACION HUALLAGA,HUACHO 220,CB00015ODE,Retiro,ADINELSA ADN
823,EMPRESA DE GENERACION HUALLAGA,HUANCAVELICA 220,CB00016ODE,Retiro,ADINELSA ADN
824,EMPRESA DE GENERACION HUALLAGA,INDEPENDENCIA 220,CB00012ODE,Retiro,ADINELSA ADN
825,EMPRESA DE GENERACION HUALLAGA,ICA 220,CB00011ODE,Retiro,ADINELSA ADN
826,ELECTROPERU,ILO ELP 138,CB00149ELP,Retiro,SOUTHERN PERU CC
827,ELECTROPERU,MOQUEGUA 138,CB00150ELP,Retiro,SOUTHERN PERU CC
828,ELECTROPERU,BOTIFLACA 138,CB00148ELP,Retiro,SOUTHERN PERU CC
829,ELECTROPERU,TOQUEPALA 138,CB00151ELP,Retiro,SOUTHERN PERU CC
830,ENGIE,PIURA OESTE 220,CB00222ENG,Retiro,ELECTRONOROESTE S.A.
831,EGEMSA,JULIACA 138,CB00108EGM,Retiro,CAL & CEMENTO SUR S.A.
832,ENGIE,CANTERA 220,CB00223ENG,Retiro,INMOBILIARIA PISAC S.A.C.
833,ENGIE,SAN JUAN 220,CB00224ENG,Retiro,PISOPAK PERU S.A.C.
834,ENEL GENERACION PERU S.A.A.,SAN JUAN 220,CB00225EPE,Retiro,GRUPO PROFITEX S.A.C
835,ENEL GENERACION PERU S.A.A.,PIURA OESTE 220,CB00228EPE,Retiro,ANDALUCITA S.A.
836,ENGIE,SANTA ROSA 220,CB00225ENG,Retiro,AMERICATEL PERU S.A.
837,ENGIE,SANTA ROSA 220,CB00233ENG,Retiro,LECHE GLORIA S.A.
838,ENGIE,TRUJILLO 220,CB00234ENG,Retiro,TRUPAL S.A.
839,ENEL GENERACION PERU S.A.A.,SAN JUAN 220,CB00235EPE,Retiro,T & T INGENIERIA Y CONSTRUCCION S.A
840,ENGIE,ARICOTA66,CB00227ENG,Retiro,ELECTROSUR S.A.
841,ENGIE,ILO ELP 138,CB00228ENG,Retiro,ELECTROSUR S.A.
842,ENGIE,LOS HEROES 66,CB00229ENG,Retiro,ELECTROSUR S.A.
843,ENGIE,MOQUEGUA 138,CB00230ENG,Retiro,ELECTROSUR S.A.
844,ENGIE,SOCABAYA 138,CB00231ENG,Retiro,ELECTROSUR S.A.
845,ENGIE,TOQUEPALA 138,CB00232ENG,Retiro,ELECTROSUR S.A.
846,EGESUR,LOS HEROES 220,CB00057EGS,Retiro,PRODUCTOS PESQUEROS DEL SUR S.A.
847,ENEL GENERACION PERU S.A.A.,PIURA OESTE 220,CB00246EPE,Retiro,PESQUERA EXALMAR S.A.A.
848,ENEL GENERACION PERU S.A.A.,TRUJILLO 220,CB00244EPE,Retiro,PESQUERA EXALMAR S.A.A.
849,ENEL GENERACION PERU S.A.A.,CHIMBOTE1 220,CB00242EPE,Retiro,PESQUERA EXALMAR S.A.A.
850,ENEL GENERACION PERU S.A.A.,INDEPENDENCIA 220,CB00247EPE,Retiro,PESQUERA EXALMAR S.A.A.
851,ENGIE,TRUJILLO 220,CB00236ENG,Retiro,CARTAVIO SOCIEDAD ANONIMA ABIERTA
852,ENEL GENERACION PERU S.A.A.,ICA 220,CB00258EPE,Retiro,AGROINDUSTRIAS AIB S.A
853,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00261EPE,Retiro,BANCO PICHINCHA
854,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00262EPE,Retiro,CARLOS KOCH PRATTES S A
855,ENGIE,SOCABAYA 138,CB00238ENG,Retiro,LECHE GLORIA S.A.
856,STATKRAFT S.A,SANTA ROSA 220,CB00146SKP,Retiro,TECSUP
857,ENGIE,CHAVARRIA 220,CB00239ENG,Retiro,FARMEX S A
858,ENEL GENERACION PERU S.A.A.,TRUJILLO 220,CB00279EPE,Retiro,CFG INVESTMENT SAC
859,ENEL GENERACION PERU S.A.A.,CHIMBOTE1 220,CB00277EPE,Retiro,CFG INVESTMENT SAC
860,ENEL GENERACION PERU S.A.A.,SANTA ROSA 220,CB00289EPE,Retiro,CLINICA GOOD HOPE
861,ENEL GENERACION PERU S.A.A.,TRUJILLO 220,CB00281EPE,Retiro,CORPORACION PESQUERA INCA S.A.C.
862,ENEL GENERACION PERU S.A.A.,CHIMBOTE1 220,CB00280EPE,Retiro,CORPORACION PESQUERA INCA S.A.C.
863,ENEL GENERACION PERU S.A.A.,SAN JUAN 220,CB00282EPE,Retiro,ELECTRO CONDUCTORES PERUANOS S.A.C.
864,ENEL GENERACION PERU S.A.A.,SAN JUAN 220,CB00288EPE,Retiro,THUNDERBIRD HOTELES LAS AMERICAS S.A.
865,HIDROELECTRICA HUANCHOR S.A.C.,PARAGSHA2 220,CB00016HHU,Retiro,CERRO DE PASCO RESOURCES SUBSIDIARIA DEL PERU S.A.
866,STATKRAFT S.A,SANTA ROSA 220,CB00147SKP,Retiro,EUROGROUP S.A.C.
867,KALLPA GENERACION S.A.,CUTERVO 138,CB00003KLL,Retiro,ELECTRO ORIENTE
868,KALLPA GENERACION S.A.,ICA 220,CB00005KLL,Retiro,ADINELSA ADN
869,KALLPA GENERACION S.A.,SANTA ROSA 220,CB00006KLL,Retiro,ADINELSA ADN
870,KALLPA GENERACION S.A.,INDEPENDENCIA 220,CB00008KLL,Retiro,ADINELSA ADN
871,KALLPA GENERACION S.A.,PARAMONGA NUEVA 220,CB00009KLL,Retiro,ADINELSA ADN
872,KALLPA GENERACION S.A.,HUACHO 220,CB00010KLL,Retiro,ADINELSA ADN
873,KALLPA GENERACION S.A.,HUANCAVELICA 220,CB00011KLL,Retiro,ADINELSA ADN
874,KALLPA GENERACION S.A.,CHILCA REP 220,CB00012KLL,Retiro,ADINELSA ADN
875,KALLPA GENERACION S.A.,AYAVIRI 138,CB00013KLL,Retiro,ARUNTANI S.A.C.
876,KALLPA GENERACION S.A.,PUNO 138,CB00014KLL,Retiro,ARUNTANI S.A.C.
877,KALLPA GENERACION S.A.,CHICLAYO 220,CB00015KLL,Retiro,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON S.
878,KALLPA GENERACION S.A.,DOLORESPATA 138,CB00016KLL,Retiro,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON S.
879,KALLPA GENERACION S.A.,SANTA ROSA 220,CB00017KLL,Retiro,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON S.
880,KALLPA GENERACION S.A.,SOCABAYA 138,CB00018KLL,Retiro,UNIÓN DE CERVECERÍAS PERUANAS BACKUS Y JOHNSTON S.
881,KALLPA GENERACION S.A.,SANTA ROSA 220,CB00019KLL,Retiro,CARVIMSA
882,KALLPA GENERACION S.A.,SAN JUAN 220,CB00020KLL,Retiro,CERAMICA SAN LORENZO S.A.C.
883,KALLPA GENERACION S.A.,PUCALLPA 60,CB00021KLL,Retiro,CERVECERÍA SAN JUAN
884,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00022KLL,Retiro,CINEPLEX S.A.
885,KALLPA GENERACION S.A.,CHICLAYO 220,CB00023KLL,Retiro,CINEPLEX S.A.
886,KALLPA GENERACION S.A.,SAN JUAN 220,CB00024KLL,Retiro,CINEPLEX S.A.
887,KALLPA GENERACION S.A.,SANTA ROSA 220,CB00025KLL,Retiro,CINEPLEX S.A.
888,KALLPA GENERACION S.A.,TINTAYA EXISTENTE 138,CB00028KLL,Retiro,COMPAÑIA MINERA ANTAPACCAY S.A.
889,KALLPA GENERACION S.A.,TINTAYA NUEVA 220,CB00029KLL,Retiro,COMPAÑIA MINERA ANTAPACCAY S.A.
890,KALLPA GENERACION S.A.,CAJAMARCA 220,CB00040KLL,Retiro,HOMECENTERS PERUANOS
891,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00041KLL,Retiro,HOMECENTERS PERUANOS
892,KALLPA GENERACION S.A.,TRUJILLO 220,CB00043KLL,Retiro,HOMECENTERS PERUANOS
893,KALLPA GENERACION S.A.,PUCALLPA 60,CB00044KLL,Retiro,HOMECENTERS PERUANOS ORIENTE
894,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00045KLL,Retiro,INDUSTRIAS ELECTRO QUIMICAS
895,KALLPA GENERACION S.A.,SAN JUAN 220,CB00046KLL,Retiro,INVERSIONES MAMAY E.I.R.L.
896,KALLPA GENERACION S.A.,HUALLANCA 138,CB00048KLL,Retiro,MINERA AURIFERA RETAMAS
897,KALLPA GENERACION S.A.,CAJAMARCA 220,CB00050KLL,Retiro,MINERA GOLD FIELDS
898,KALLPA GENERACION S.A.,LA NIÑA 220,CB00051KLL,Retiro,MINERA MISKY MAYO
899,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00052KLL,Retiro,MOLITALIA S.A.
900,KALLPA GENERACION S.A.,ALTO PRADERAS 220kV,CB00054KLL,Retiro,PERUPLAST
901,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00055KLL,Retiro,QUIMPAC S.A.
902,KALLPA GENERACION S.A.,CAJAMARCA 220,CB00056KLL,Retiro,REAL PLAZA S.R.L.
903,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00057KLL,Retiro,REAL PLAZA S.R.L.
904,KALLPA GENERACION S.A.,CHICLAYO 220,CB00058KLL,Retiro,REAL PLAZA S.R.L.
905,KALLPA GENERACION S.A.,DOLORESPATA 138,CB00059KLL,Retiro,REAL PLAZA S.R.L.
906,KALLPA GENERACION S.A.,HUANUCO 138,CB00060KLL,Retiro,REAL PLAZA S.R.L.
907,KALLPA GENERACION S.A.,HUAYUCACHI 220,CB00061KLL,Retiro,REAL PLAZA S.R.L.
908,KALLPA GENERACION S.A.,JULIACA 138,CB00062KLL,Retiro,REAL PLAZA S.R.L.
909,KALLPA GENERACION S.A.,PIURA OESTE 220,CB00063KLL,Retiro,REAL PLAZA S.R.L.
910,KALLPA GENERACION S.A.,PUCALLPA 60,CB00064KLL,Retiro,REAL PLAZA S.R.L.
911,KALLPA GENERACION S.A.,SAN JUAN 220,CB00065KLL,Retiro,REAL PLAZA S.R.L.
912,KALLPA GENERACION S.A.,SANTA ROSA 220,CB00066KLL,Retiro,REAL PLAZA S.R.L.
913,KALLPA GENERACION S.A.,SOCABAYA 138,CB00067KLL,Retiro,REAL PLAZA S.R.L.
914,KALLPA GENERACION S.A.,TRUJILLO 220,CB00068KLL,Retiro,REAL PLAZA S.R.L.
915,KALLPA GENERACION S.A.,VENTANILLA 220,CB00069KLL,Retiro,REFINERIA LA PAMPILLA S.A.A
916,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00070KLL,Retiro,SAN MIGUEL INDUSTRIAS PET S.A.
917,KALLPA GENERACION S.A.,CALLALLI 138,CB00071KLL,Retiro,SEAL
918,KALLPA GENERACION S.A.,CHILINA 138,CB00072KLL,Retiro,SEAL
919,KALLPA GENERACION S.A.,MARCONA 220,CB00073KLL,Retiro,SEAL
920,KALLPA GENERACION S.A.,MOLLENDO 138,CB00074KLL,Retiro,SEAL
921,KALLPA GENERACION S.A.,REPARTICIÓN 138,CB00075KLL,Retiro,SEAL
922,KALLPA GENERACION S.A.,SANTUARIO 138,CB00076KLL,Retiro,SEAL
923,KALLPA GENERACION S.A.,SOCABAYA 138,CB00077KLL,Retiro,SEAL
924,KALLPA GENERACION S.A.,BOTIFLACA 138,CB00078KLL,Retiro,SOUTHERN PERU CC
925,KALLPA GENERACION S.A.,BOTIFLACA 138,CB00079KLL,Retiro,SOUTHERN PERU CC
926,KALLPA GENERACION S.A.,ILO ELP 138,CB00080KLL,Retiro,SOUTHERN PERU CC
927,KALLPA GENERACION S.A.,ILO ELP 138,CB00081KLL,Retiro,SOUTHERN PERU CC
928,KALLPA GENERACION S.A.,MOQUEGUA 138,CB00082KLL,Retiro,SOUTHERN PERU CC
929,KALLPA GENERACION S.A.,MOQUEGUA 138,CB00083KLL,Retiro,SOUTHERN PERU CC
930,KALLPA GENERACION S.A.,TOQUEPALA 138,CB00084KLL,Retiro,SOUTHERN PERU CC
931,KALLPA GENERACION S.A.,TOQUEPALA 138,CB00085KLL,Retiro,SOUTHERN PERU CC
932,KALLPA GENERACION S.A.,CAJAMARCA 220,CB00086KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
933,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00087KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
934,KALLPA GENERACION S.A.,CHICLAYO 220,CB00088KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
935,KALLPA GENERACION S.A.,CHILCA REP 220,CB00089KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
936,KALLPA GENERACION S.A.,CHIMBOTE1 138,CB00090KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
937,KALLPA GENERACION S.A.,DOLORESPATA 138,CB00091KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
938,KALLPA GENERACION S.A.,HUACHO 220,CB00092KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
939,KALLPA GENERACION S.A.,HUAYUCACHI 220,CB00093KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
940,KALLPA GENERACION S.A.,ICA 220,CB00094KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
941,KALLPA GENERACION S.A.,INDEPENDENCIA 220,CB00095KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
942,KALLPA GENERACION S.A.,INDUSTRIALES 220,CB00096KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
943,KALLPA GENERACION S.A.,JULIACA 138,CB00097KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
944,KALLPA GENERACION S.A.,LOS HEROES 66,CB00098KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
945,KALLPA GENERACION S.A.,PIURA OESTE 220,CB00099KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
946,KALLPA GENERACION S.A.,PUNO 138,CB00101KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
947,KALLPA GENERACION S.A.,SAN JUAN 220,CB00102KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
948,KALLPA GENERACION S.A.,SANTA ROSA 220,CB00103KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
949,KALLPA GENERACION S.A.,SOCABAYA 138,CB00104KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
950,KALLPA GENERACION S.A.,TALARA 220,CB00105KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
951,KALLPA GENERACION S.A.,TRUJILLO 220,CB00106KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
952,KALLPA GENERACION S.A.,ZAPALLAL 220,CB00107KLL,Retiro,SUPERMERCADOS PERUANOS S.A.
953,KALLPA GENERACION S.A.,CAJAMARCA 220,CB00108KLL,Retiro,TIENDAS PERUANAS SA
954,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00109KLL,Retiro,TIENDAS PERUANAS SA
955,KALLPA GENERACION S.A.,DOLORESPATA 138,CB00110KLL,Retiro,TIENDAS PERUANAS SA
956,KALLPA GENERACION S.A.,HUAYUCACHI 220,CB00111KLL,Retiro,TIENDAS PERUANAS SA
957,KALLPA GENERACION S.A.,ICA 220,CB00112KLL,Retiro,TIENDAS PERUANAS SA
958,KALLPA GENERACION S.A.,JULIACA 138,CB00113KLL,Retiro,TIENDAS PERUANAS SA
959,KALLPA GENERACION S.A.,PUCALLPA 60,CB00114KLL,Retiro,TIENDAS PERUANAS SA
960,KALLPA GENERACION S.A.,SANTA ROSA 220,CB00115KLL,Retiro,TIENDAS PERUANAS SA
961,KALLPA GENERACION S.A.,SOCABAYA 138,CB00116KLL,Retiro,TIENDAS PERUANAS SA
962,KALLPA GENERACION S.A.,TRUJILLO 220,CB00117KLL,Retiro,TIENDAS PERUANAS SA
963,KALLPA GENERACION S.A.,CHAVARRIA 220,CB00120KLL,Retiro,AMCOR RIGID PLASTICS DEL PERU S.A.
964,KALLPA GENERACION S.A.,AUCAYACU 138,CL00001KLL,Retiro,ELECTROCENTRO
965,KALLPA GENERACION S.A.,CAMPO ARMIÑO 220,CL00002KLL,Retiro,ELECTROCENTRO
966,KALLPA GENERACION S.A.,CARHUAMAYO 138,CL00003KLL,Retiro,ELECTROCENTRO
967,KALLPA GENERACION S.A.,CONDORCOCHA 44,CL00004KLL,Retiro,ELECTROCENTRO
968,KALLPA GENERACION S.A.,HUANCAVELICA 220,CL00005KLL,Retiro,ELECTROCENTRO
969,KALLPA GENERACION S.A.,HUANUCO 138,CL00006KLL,Retiro,ELECTROCENTRO
970,KALLPA GENERACION S.A.,HUAYUCACHI 220,CL00007KLL,Retiro,ELECTROCENTRO
971,KALLPA GENERACION S.A.,OROYA NUEVA 50,CL00008KLL,Retiro,ELECTROCENTRO
972,KALLPA GENERACION S.A.,PACHACHACA 220,CL00009KLL,Retiro,ELECTROCENTRO
973,KALLPA GENERACION S.A.,PARAGSHA2 138,CL00010KLL,Retiro,ELECTROCENTRO
974,KALLPA GENERACION S.A.,POMACOCHA 220,CL00011KLL,Retiro,ELECTROCENTRO
975,KALLPA GENERACION S.A.,TINGO MARIA 138,CL00012KLL,Retiro,ELECTROCENTRO
976,KALLPA GENERACION S.A.,VIZCARRA 220,CL00013KLL,Retiro,ELECTROCENTRO
977,KALLPA GENERACION S.A.,YAUPI138,CL00014KLL,Retiro,ELECTROCENTRO
978,KALLPA GENERACION S.A.,LA NIÑA 220,CL00015KLL,Retiro,ELECTRONOROESTE S.A.
979,KALLPA GENERACION S.A.,PIURA OESTE 220,CL00016KLL,Retiro,ELECTRONOROESTE S.A.
980,KALLPA GENERACION S.A.,TALARA 220,CL00017KLL,Retiro,ELECTRONOROESTE S.A.
981,KALLPA GENERACION S.A.,ZORRITOS 220,CL00018KLL,Retiro,ELECTRONOROESTE S.A.
982,KALLPA GENERACION S.A.,AYAVIRI 138,CL00019KLL,Retiro,ELECTRO PUNO
983,KALLPA GENERACION S.A.,AZANGARO 138,CL00020KLL,Retiro,ELECTRO PUNO
984,KALLPA GENERACION S.A.,JULIACA 138,CL00021KLL,Retiro,ELECTRO PUNO
985,KALLPA GENERACION S.A.,PUNO 138,CL00022KLL,Retiro,ELECTRO PUNO
986,KALLPA GENERACION S.A.,SAN GABAN 138,CL00023KLL,Retiro,ELECTRO PUNO
987,KALLPA GENERACION S.A.,AGUAYTIA 22.9,CL00024KLL,Retiro,ELECTRO UCAYALI
988,KALLPA GENERACION S.A.,PUCALLPA 60,CL00025KLL,Retiro,ELECTRO UCAYALI
989,KALLPA GENERACION S.A.,CAJAMARCA 220,CL00026KLL,Retiro,HIDRANDINA
990,KALLPA GENERACION S.A.,CHIMBOTE1 138,CL00027KLL,Retiro,HIDRANDINA
991,KALLPA GENERACION S.A.,CHIMBOTE1 220,CL00028KLL,Retiro,HIDRANDINA
992,KALLPA GENERACION S.A.,GUADALUPE 220,CL00029KLL,Retiro,HIDRANDINA
993,KALLPA GENERACION S.A.,GUADALUPE 60,CL00030KLL,Retiro,HIDRANDINA
994,KALLPA GENERACION S.A.,HUALLANCA 138,CL00031KLL,Retiro,HIDRANDINA
995,KALLPA GENERACION S.A.,PARAMONGA NUEVA 220,CL00032KLL,Retiro,HIDRANDINA
996,KALLPA GENERACION S.A.,TRUJILLO 220,CL00033KLL,Retiro,HIDRANDINA
997,KALLPA GENERACION S.A.,CALLALLI 138,CL00034KLL,Retiro,SEAL
998,KALLPA GENERACION S.A.,CHILINA 138,CL00035KLL,Retiro,SEAL
999,KALLPA GENERACION S.A.,MARCONA 220,CL00036KLL,Retiro,SEAL
1000,KALLPA GENERACION S.A.,MOLLENDO 138,CL00037KLL,Retiro,SEAL
1001,KALLPA GENERACION S.A.,REPARTICIÓN 138,CL00038KLL,Retiro,SEAL
1002,KALLPA GENERACION S.A.,SANTUARIO 138,CL00039KLL,Retiro,SEAL
1003,KALLPA GENERACION S.A.,SOCABAYA 138,CL00040KLL,Retiro,SEAL
1004,ENEL GENERACION PERU S.A.A.,MARCONA 220,CB00290EPE,Retiro,MINERA CONFIANZA S.A.C.
1005,KALLPA GENERACION S.A.,CACHIMAYO 138,CL00049KLL,Retiro,ELECTRO SUR ESTE
1006,KALLPA GENERACION S.A.,COMBAPATA 138,CL00050KLL,Retiro,ELECTRO SUR ESTE
1007,KALLPA GENERACION S.A.,DOLORESPATA 138,CL00051KLL,Retiro,ELECTRO SUR ESTE
1008,KALLPA GENERACION S.A.,MACHUPICCHU 138,CL00052KLL,Retiro,ELECTRO SUR ESTE
1009,KALLPA GENERACION S.A.,QUENCORO 138,CL00053KLL,Retiro,ELECTRO SUR ESTE
